n,rt_qs,rt_ms,c_qs,c_ms
10000,2564,6231,154428,64608
10000,2376,6245,166976,64608
10000,2418,6316,159016,64608
10000,2215,6256,141942,64608
10000,2310,6059,163593,64608
10000,2396,6082,154911,64608
10000,2240,5910,147495,64608
10000,2280,6361,151674,64608
10000,2365,6003,165163,64608
10000,2446,6126,167061,64608
10000,2197,6017,150729,64608
10000,2284,6309,153271,64608
10000,2317,6060,146564,64608
10000,2212,5997,151961,64608
10000,2244,6006,152898,64608
10000,2491,6357,151170,64608
10000,2231,6040,154919,64608
10000,2162,6100,148535,64608
10000,2274,6033,156469,64608
10000,2371,6064,154169,64608
10000,2773,6209,169876,64608
10000,2333,7479,160446,64608
10000,3343,6561,154076,64608
10000,2665,6521,159147,64608
10000,2270,5916,156232,64608
10000,2323,6040,152064,64608
10000,2237,6273,153765,64608
10000,2333,6296,149755,64608
10000,2299,6145,157932,64608
10000,2200,5949,150823,64608
10000,2408,6259,151914,64608
10000,2261,6003,150916,64608
10000,2169,6237,145142,64608
10000,2253,5966,153641,64608
10000,2372,6568,151072,64608
10000,2501,5898,154165,64608
10000,2705,6253,165399,64608
10000,2237,6227,156216,64608
10000,2238,5981,162620,64608
10000,2238,6101,155962,64608
10000,2232,5990,150229,64608
10000,2244,6214,147771,64608
10000,2243,6073,154288,64608
10000,2243,5990,156883,64608
10000,2150,5966,147489,64608
10000,2233,6512,156546,64608
10000,2284,6007,152327,64608
10000,2247,6127,155037,64608
10000,2281,6190,148628,64608
10000,2471,5924,171941,64608
10000,2266,6471,164370,64608
10000,2430,6891,148855,64608
10000,2456,5946,165311,64608
10000,2210,6012,146180,64608
10000,2242,6300,158883,64608
10000,2443,6243,161757,64608
10000,2336,6041,163744,64608
10000,2287,6213,151233,64608
10000,2257,6801,153887,64608
10000,2401,6563,163439,64608
10000,2342,5991,155046,64608
10000,2220,6345,148347,64608
10000,2609,6028,165368,64608
10000,2367,6259,147072,64608
10000,2313,6783,153597,64608
10000,2546,6053,162008,64608
10000,2214,6117,150520,64608
10000,2339,6007,163195,64608
10000,2238,6047,157542,64608
10000,2191,6070,148706,64608
10000,2249,6103,145392,64608
10000,2273,6107,158582,64608
10000,2259,6204,151826,64608
10000,2239,5940,158379,64608
10000,2360,5910,156620,64608
10000,2517,6663,158499,64608
10000,2302,6378,152210,64608
10000,2479,6265,152168,64608
10000,2276,6412,151026,64608
10000,2423,6038,162515,64608
10000,2238,5925,156538,64608
10000,2383,6197,163605,64608
10000,2674,6286,158800,64608
10000,2325,6206,147356,64608
10000,2242,6028,150268,64608
10000,2233,6210,153339,64608
10000,2465,6545,157107,64608
10000,2367,6150,159679,64608
10000,2229,6176,152040,64608
10000,2317,6066,150549,64608
10000,2306,6257,154190,64608
10000,2314,6069,164027,64608
10000,2274,6137,156078,64608
10000,2267,6155,154640,64608
10000,2377,6051,161132,64608
10000,2300,6048,158035,64608
10000,2336,6257,151353,64608
10000,2210,6203,157478,64608
10000,2961,7407,168618,64608
10000,2234,6040,149857,64608
10000,3260,7517,156279,64608
10000,2298,6973,153025,64608
10000,2731,7497,153721,64608
10000,2303,6745,152483,64608
10000,2235,6095,148380,64608
10000,2206,6854,143222,64608
10000,2412,7559,155087,64608
10000,2361,6005,158228,64608
10000,2251,6619,150955,64608
10000,2928,7539,168953,64608
10000,2818,6174,157743,64608
10000,2298,6108,150160,64608
10000,2198,6055,150584,64608
10000,2217,5981,144808,64608
10000,2152,6331,151198,64608
10000,2207,6170,147271,64608
10000,2237,6012,165391,64608
10000,2296,5983,154322,64608
10000,2443,6707,150895,64608
10000,2394,5960,149561,64608
10000,2341,6179,147133,64608
10000,2217,6025,151135,64608
10000,2197,5976,157090,64608
10000,2291,6482,158344,64608
10000,2232,6028,154791,64608
10000,2145,6214,151459,64608
10000,2238,6045,155977,64608
10000,2515,6037,150771,64608
10000,2454,6010,153681,64608
10000,2392,5998,159521,64608
10000,2213,6044,151430,64608
10000,2325,6316,159011,64608
10000,2253,6028,155296,64608
10000,2230,6010,151921,64608
10000,2332,6013,158683,64608
10000,2134,6197,148869,64608
10000,2239,6123,149239,64608
10000,2192,5977,150903,64608
10000,2226,6257,143855,64608
10000,2293,6115,161990,64608
10000,2386,6122,165093,64608
10000,2570,6211,166251,64608
10000,2316,6071,163997,64608
10000,2148,5901,146928,64608
10000,2353,6447,153877,64608
10000,2290,6453,156876,64608
10000,2306,6005,158741,64608
10000,2464,6005,149289,64608
10000,2445,6009,163363,64608
10000,2158,6044,151373,64608
10000,2292,6860,158245,64608
10000,2655,6223,151056,64608
10000,2290,6260,155545,64608
10000,2188,6513,150514,64608
10000,2309,6302,160702,64608
10000,2365,6596,158334,64608
10000,2677,6602,155588,64608
10000,2252,6366,155516,64608
10000,2505,6269,153262,64608
10000,2378,6445,150339,64608
10000,2265,6171,156850,64608
10000,2357,6428,158468,64608
10000,2264,32848,157787,64608
10000,2452,7019,164237,64608
10000,2550,5961,171228,64608
10000,2354,5980,169664,64608
10000,2459,6958,148603,64608
10000,2218,5925,161741,64608
10000,2260,6055,151934,64608
10000,2288,6296,150763,64608
10000,2284,6061,169285,64608
10000,2456,6435,147595,64608
10000,2384,6344,160638,64608
10000,2149,6244,144814,64608
10000,2213,6091,149377,64608
10000,2323,6095,149352,64608
10000,2223,5923,146478,64608
10000,2258,6045,170209,64608
10000,2559,6401,150370,64608
10000,2321,6071,160693,64608
10000,2163,6046,147283,64608
10000,2264,6053,156674,64608
10000,2227,5972,146235,64608
10000,2204,6137,153245,64608
10000,2329,5977,162428,64608
10000,2379,6036,174365,64608
10000,2295,6108,149815,64608
10000,2240,6245,154381,64608
10000,2310,6452,168086,64608
10000,2207,6138,158436,64608
10000,2170,6031,151322,64608
10000,2402,6008,154823,64608
10000,2416,6243,164987,64608
10000,2190,6051,157281,64608
10000,2791,6166,181342,64608
10000,2437,6160,153006,64608
10000,2308,6792,165483,64608
10000,2393,6147,156093,64608
10000,2366,6590,152204,64608
10000,3306,7174,158067,64608
10000,2292,8029,165806,64608
10000,2676,6136,149619,64608
10000,2373,6247,159795,64608
10000,2448,6918,153845,64608
10000,2376,6409,162219,64608
10000,2399,6172,159779,64608
10000,2302,6097,153660,64608
10000,2204,6092,152295,64608
10000,2473,6507,149444,64608
10000,2525,6217,171995,64608
10000,2200,6519,144348,64608
10000,2623,6594,149269,64608
10000,2324,6920,145145,64608
10000,2615,6305,162369,64608
10000,2676,6427,165097,64608
10000,2609,6380,161097,64608
10000,2591,6105,150870,64608
10000,2215,5939,151925,64608
10000,2715,6503,154833,64608
10000,2295,6213,152743,64608
10000,2531,5984,151258,64608
10000,2217,6598,148390,64608
10000,2732,6296,161526,64608
10000,2172,6945,154719,64608
10000,2550,7246,153508,64608
10000,2968,6179,160800,64608
10000,2586,6196,148083,64608
10000,2512,6131,152571,64608
10000,2448,6016,171191,64608
10000,2150,7543,147421,64608
10000,2371,6175,149436,64608
10000,2485,6255,156583,64608
10000,2261,6193,146931,64608
10000,2712,6428,154847,64608
10000,2680,6395,158343,64608
10000,2304,6287,167326,64608
10000,2517,6194,158757,64608
10000,2210,6294,152451,64608
10000,2266,6362,150194,64608
10000,2603,6491,152640,64608
10000,2753,6746,151893,64608
10000,2525,6097,151150,64608
10000,2281,5963,160513,64608
10000,2712,6720,152726,64608
10000,2632,6513,160010,64608
10000,2407,6609,151950,64608
10000,2301,6233,153312,64608
10000,2172,6354,153802,64608
10000,2407,6125,170648,64608
10000,2206,6106,156415,64608
10000,2225,6411,157540,64608
10000,2472,7015,157728,64608
10000,2799,6181,158278,64608
10000,2410,6219,159870,64608
10000,2404,6528,153025,64608
10000,2453,6347,149152,64608
10000,3184,6928,157285,64608
10000,2201,6058,150835,64608
10000,2483,6621,171937,64608
10000,2361,6014,153683,64608
10000,2562,7103,152557,64608
10000,2573,6533,161552,64608
10000,2437,6359,154742,64608
10000,2585,6661,161337,64608
10000,2333,7424,163175,64608
10000,2811,6199,159647,64608
10000,2403,6147,156693,64608
10000,2350,6263,172276,64608
10000,2747,6933,160151,64608
10000,2862,6509,155659,64608
10000,2310,6596,146846,64608
10000,2454,6248,148126,64608
10000,2408,6409,153189,64608
10000,2506,6235,168753,64608
10000,2370,5905,155267,64608
10000,2574,6433,150973,64608
10000,2465,6434,154332,64608
10000,2435,6232,149065,64608
10000,2560,6345,149770,64608
10000,2559,6186,161725,64608
10000,2414,6437,168815,64608
10000,2323,6718,156570,64608
10000,2409,6422,148924,64608
10000,2756,6080,150548,64608
10000,2493,6348,158736,64608
10000,2298,6777,150183,64608
10000,2503,6648,152702,64608
10000,2441,6095,153767,64608
10000,2487,6269,160238,64608
10000,2264,6064,154305,64608
10000,2291,6414,152700,64608
10000,2718,6456,153247,64608
10000,2262,6314,148952,64608
10000,2509,6504,151692,64608
10000,2492,6491,154294,64608
10000,2435,6318,168114,64608
10000,2411,6197,161370,64608
10000,2266,6902,168117,64608
10000,2349,6161,158552,64608
10000,2242,6846,148131,64608
10000,2407,6141,151471,64608
10000,2310,6224,148540,64608
10000,3279,5995,152309,64608
10000,2197,6637,148709,64608
10000,2477,6347,158085,64608
10000,2364,6008,156775,64608
10000,2214,6539,157055,64608
10000,2275,6175,155536,64608
10000,2376,7433,150675,64608
10000,21321,11625,161257,64608
10000,2991,6959,147130,64608
10000,2314,6038,165674,64608
10000,2181,6239,147355,64608
10000,2449,5951,175858,64608
10000,2397,5980,147429,64608
10000,2393,6193,152318,64608
10000,2652,6083,151019,64608
10000,2179,6370,153730,64608
10000,2260,6066,161127,64608
10000,2318,6569,155416,64608
10000,2399,6363,154131,64608
10000,2329,6083,151069,64608
10000,2375,6175,163143,64608
10000,2177,6090,149130,64608
10000,2305,6007,153309,64608
10000,2299,6607,152671,64608
10000,2253,6188,153465,64608
10000,2260,6017,146597,64608
10000,2270,5985,147562,64608
10000,2218,6552,154424,64608
10000,2340,6097,160625,64608
10000,2448,6243,161692,64608
10000,2690,6058,177123,64608
10000,2236,5979,151494,64608
10000,2412,6113,151598,64608
10000,2218,6278,149985,64608
10000,2171,6305,149735,64608
10000,2383,6459,154641,64608
10000,2624,6137,165604,64608
10000,2275,6064,150433,64608
10000,2582,5957,164667,64608
10000,2504,6529,150733,64608
10000,2483,6231,166981,64608
10000,2204,6002,153031,64608
10000,2209,6120,153518,64608
10000,2164,6377,146793,64608
10000,2247,5954,155434,64608
10000,2337,5939,154190,64608
10000,2240,6142,159206,64608
10000,2297,6026,157540,64608
10000,2346,7468,159594,64608
10000,2298,5929,146167,64608
10000,2413,6094,155458,64608
10000,2603,5928,156585,64608
10000,2393,6031,150509,64608
10000,2249,6040,164059,64608
10000,2369,6126,169207,64608
10000,2235,6258,158440,64608
10000,2316,5941,158333,64608
10000,2241,6143,150462,64608
10000,2244,6267,153538,64608
10000,2675,6125,163151,64608
10000,2571,6662,173381,64608
10000,2422,6004,165682,64608
10000,2464,5990,164398,64608
10000,2494,5963,155462,64608
10000,2245,6190,161238,64608
10000,2203,6023,148892,64608
10000,2270,5992,160722,64608
10000,2367,6267,155496,64608
10000,2491,6747,160757,64608
10000,2499,6908,160186,64608
10000,2312,6429,153212,64608
10000,2274,6380,160273,64608
10000,2315,6152,149197,64608
10000,2219,6397,148520,64608
10000,2441,6483,148612,64608
10000,2363,6304,147103,64608
10000,2305,6780,150664,64608
10000,2333,6564,156638,64608
10000,2415,6325,155730,64608
10000,2283,6433,152844,64608
10000,2659,6061,170671,64608
10000,2266,6556,151122,64608
10000,2599,6237,153118,64608
10000,2456,5925,159067,64608
10000,2218,6215,154043,64608
10000,2294,6651,152554,64608
10000,2346,6770,160637,64608
10000,2607,6270,157235,64608
10000,2421,5919,153854,64608
10000,2639,6702,154739,64608
10000,2618,6666,154665,64608
10000,2618,7106,155906,64608
10000,2594,6204,152171,64608
10000,2149,7005,148498,64608
10000,2252,6092,164358,64608
10000,2552,6470,160825,64608
10000,2352,6531,163128,64608
10000,2386,6138,171217,64608
10000,2915,7195,158475,64608
10000,3614,6681,152060,64608
10000,2613,7778,168245,64608
10000,2502,6400,150140,64608
10000,2337,6274,151283,64608
10000,2622,6378,156082,64608
10000,2367,6636,151419,64608
10000,2240,6299,156660,64608
10000,2419,6139,172403,64608
10000,2294,6277,152679,64608
10000,2356,6218,148959,64608
10000,2403,6320,154061,64608
10000,2586,6325,149289,64608
10000,2502,6729,159262,64608
10000,2552,6671,156434,64608
10000,2511,6326,156344,64608
10000,2498,6474,154743,64608
10000,2455,6274,150559,64608
10000,2458,6734,151188,64608
10000,2484,6148,154470,64608
10000,2162,6517,153425,64608
10000,2300,6778,155476,64608
10000,2635,6154,149453,64608
10000,2372,6638,155296,64608
10000,2287,6429,154159,64608
10000,2686,6389,165286,64608
10000,3531,6628,162936,64608
10000,2411,6280,159772,64608
10000,2268,6349,148995,64608
10000,2508,6096,145749,64608
10000,2246,6215,149949,64608
10000,2314,6181,152688,64608
10000,2488,6472,146752,64608
10000,2389,6239,152599,64608
10000,2304,6476,150065,64608
10000,2307,6734,158356,64608
10000,2811,6637,165393,64608
10000,2489,6218,173984,64608
10000,2283,6137,154913,64608
10000,2211,6331,147555,64608
10000,2259,6900,147206,64608
10000,2263,6667,147139,64608
10000,2316,6423,153431,64608
10000,2347,6182,148150,64608
10000,2233,6212,145590,64608
10000,2638,7125,150568,64608
10000,7041,7455,152529,64608
10000,2364,6887,156889,64608
10000,3038,6333,162669,64608
10000,2235,6064,154478,64608
10000,2343,6162,157216,64608
10000,2235,5897,161868,64608
10000,2260,6364,166990,64608
10000,2446,6109,147680,64608
10000,2496,6252,156953,64608
10000,2272,5946,152322,64608
10000,2255,6147,146278,64608
10000,2369,5970,154119,64608
10000,2256,6034,161325,64608
10000,2574,6515,153852,64608
10000,2335,6068,170446,64608
10000,2401,6046,160757,64608
10000,2261,6584,148743,64608
10000,2577,6270,167270,64608
10000,2242,6004,154635,64608
10000,2392,5990,159346,64608
10000,2173,6129,145700,64608
10000,2467,6247,154793,64608
10000,2307,6044,152806,64608
10000,2434,6031,168329,64608
10000,2212,6201,148141,64608
10000,2378,6170,161981,64608
10000,2229,5939,161172,64608
10000,2355,6009,166062,64608
10000,2557,6509,170513,64608
10000,2295,6333,163347,64608
10000,2220,6379,141936,64608
10000,2521,6002,155714,64608
10000,2271,6254,163376,64608
10000,2838,6617,162425,64608
10000,2422,6302,157606,64608
10000,2308,5980,148671,64608
10000,2466,6546,159069,64608
10000,2425,6627,154172,64608
10000,2255,5951,158608,64608
10000,2295,6051,157009,64608
10000,2310,6055,152892,64608
10000,2465,6096,159594,64608
10000,2379,5907,165698,64608
10000,2650,6219,165301,64608
10000,2975,6135,151481,64608
10000,2206,6015,153371,64608
10000,2158,5965,152254,64608
10000,2250,6247,152234,64608
10000,2270,6015,151717,64608
10000,2682,6072,154511,64608
10000,2644,6063,147228,64608
10000,2632,6506,160611,64608
10000,2236,6241,160035,64608
10000,2281,6417,153235,64608
10000,2340,6288,150511,64608
10000,2324,6349,154599,64608
10000,2254,6225,161022,64608
10000,2232,6043,155726,64608
10000,2184,6128,148064,64608
10000,2950,6096,166892,64608
10000,2292,6109,161755,64608
10000,2471,6053,158522,64608
10000,2295,6152,157465,64608
10000,2443,6195,159445,64608
100000,29627,62671,2150820,815024
100000,29053,64349,2076433,815024
100000,29681,65191,1941830,815024
100000,31512,64788,2117474,815024
100000,31370,64869,2001405,815024
100000,29917,65429,1927558,815024
100000,30043,62400,2061333,815024
100000,29496,62498,1995239,815024
100000,30878,66497,1968523,815024
100000,35555,64818,1963500,815024
100000,29035,62542,1991619,815024
100000,29789,62149,2150085,815024
100000,29003,64000,2042881,815024
100000,32704,62581,2037363,815024
100000,32047,66446,2046963,815024
100000,33284,65638,2024349,815024
100000,31438,64349,2006898,815024
100000,32075,64952,1988404,815024
100000,31817,67008,1974881,815024
100000,32837,62069,1911297,815024
100000,28974,61720,1964376,815024
100000,30341,62424,2092132,815024
100000,29577,62016,2014721,815024
100000,29782,62693,1986650,815024
100000,29340,64435,1983700,815024
100000,33024,63011,2098282,815024
100000,34684,64600,1939511,815024
100000,31011,65336,1932322,815024
100000,32308,64544,1979170,815024
100000,33420,63178,2008251,815024
100000,33065,63954,1991717,815024
100000,31815,64754,2064442,815024
100000,31414,63575,2030239,815024
100000,31114,63824,1933919,815024
100000,32878,68292,1969182,815024
100000,32384,62398,2166566,815024
100000,31626,62300,2054286,815024
100000,28506,65466,1987394,815024
100000,34579,64858,2036872,815024
100000,30036,62064,1942752,815024
100000,28827,61914,2026377,815024
100000,30729,64713,1992167,815024
100000,30359,66249,2010929,815024
100000,32345,66674,2064824,815024
100000,31264,65514,2072803,815024
100000,32927,63967,2187393,815024
100000,30404,71948,1993741,815024
100000,55324,65782,1949046,815024
100000,28214,62845,2129205,815024
100000,29152,61918,1996506,815024
100000,28943,64470,2005826,815024
100000,28405,63925,1916783,815024
100000,29861,63174,1950599,815024
100000,30746,63562,2027923,815024
100000,28331,62441,1982688,815024
100000,30339,63689,1979358,815024
100000,32806,65922,2108032,815024
100000,33201,65857,1964522,815024
100000,33094,64691,2326511,815024
100000,28833,62287,1933598,815024
100000,28963,65311,1986965,815024
100000,30626,65134,2173988,815024
100000,29455,62600,1942762,815024
100000,34632,65378,2083890,815024
100000,31009,64014,1927386,815024
100000,32221,62367,2006812,815024
100000,29941,66428,2120937,815024
100000,31906,65467,2045393,815024
100000,29528,63866,1963210,815024
100000,31769,63393,2070931,815024
100000,31859,62216,2001409,815024
100000,31338,63594,2072567,815024
100000,30698,63546,1943548,815024
100000,30526,63695,1997507,815024
100000,32140,62456,1994554,815024
100000,30716,64178,1979959,815024
100000,31962,66827,1931796,815024
100000,32278,62767,1940953,815024
100000,27873,64475,1924500,815024
100000,29929,61753,2077244,815024
100000,31820,62427,2049326,815024
100000,31388,64066,1980229,815024
100000,30687,65010,1998583,815024
100000,31655,64488,2087181,815024
100000,32274,64661,2008627,815024
100000,29867,67020,2046998,815024
100000,30579,65719,1946160,815024
100000,32358,63812,2040207,815024
100000,31359,63636,2064120,815024
100000,31157,65526,2056898,815024
100000,31537,62472,1975733,815024
100000,30982,63856,1956723,815024
100000,29870,63920,2060612,815024
100000,28539,64258,1962644,815024
100000,31415,63617,2121641,815024
100000,32863,62702,1984685,815024
100000,32454,64890,2023797,815024
100000,29937,61891,1986624,815024
100000,29414,63560,2002878,815024
100000,29239,62816,1969058,815024
100000,29603,61844,1951837,815024
100000,29763,63306,2019172,815024
100000,29836,62508,2015486,815024
100000,29582,64007,1967916,815024
100000,29226,62770,1965076,815024
100000,30219,65155,2062958,815024
100000,32445,65313,2091479,815024
100000,33195,61664,1965984,815024
100000,28361,61624,1987287,815024
100000,28502,61873,1914746,815024
100000,29665,65084,2066014,815024
100000,31188,65102,2040714,815024
100000,31436,62835,2004550,815024
100000,31726,63645,1972883,815024
100000,33844,64714,2264057,815024
100000,31228,63681,2013046,815024
100000,33477,62987,2030688,815024
100000,29921,61717,1961010,815024
100000,29703,63502,2076659,815024
100000,30486,64833,1985798,815024
100000,31254,63663,1943737,815024
100000,31283,66986,1938802,815024
100000,32606,62594,2000216,815024
100000,30328,62869,1888808,815024
100000,28796,61889,1952783,815024
100000,28624,61820,1984461,815024
100000,31083,62931,1980660,815024
100000,30242,64316,2025196,815024
100000,29031,63226,2048689,815024
100000,31604,62432,2068703,815024
100000,33001,64169,2139075,815024
100000,32879,63978,2020706,815024
100000,30219,64926,1922319,815024
100000,32478,64365,1965063,815024
100000,32196,66057,1934128,815024
100000,59797,62157,2089603,815024
100000,29966,62315,2059015,815024
100000,29590,63330,2072104,815024
100000,32253,68730,2054677,815024
100000,38639,71551,2044077,815024
100000,33600,66944,2037072,815024
100000,28786,63039,2023020,815024
100000,28151,65671,2041416,815024
100000,30687,69418,1989477,815024
100000,32134,63527,1979367,815024
100000,31724,69659,2065075,815024
100000,30604,61803,1980952,815024
100000,29850,63214,2018256,815024
100000,31437,62934,2223203,815024
100000,31604,63229,1988722,815024
100000,33243,66898,2000204,815024
100000,30874,64229,2077494,815024
100000,30843,63820,2040645,815024
100000,31880,66150,2014831,815024
100000,31540,63669,2187388,815024
100000,29496,63319,1945685,815024
100000,29253,63083,2058180,815024
100000,31661,66947,1988916,815024
100000,31956,64287,1968631,815024
100000,32758,64664,2065980,815024
100000,31954,64774,1963457,815024
100000,29738,62643,1961339,815024
100000,29862,64605,2015001,815024
100000,31817,65747,2335470,815024
100000,31304,63618,1941298,815024
100000,31002,63052,1905801,815024
100000,31080,63710,1925167,815024
100000,32036,63140,2023473,815024
100000,30337,64279,2016916,815024
100000,31430,64648,2005082,815024
100000,31936,66263,1987288,815024
100000,30531,62321,1936634,815024
100000,30925,63006,1984133,815024
100000,28562,62081,1944686,815024
100000,29038,61815,2005850,815024
100000,30412,63014,2023831,815024
100000,29165,65304,2028847,815024
100000,32456,64280,1989631,815024
100000,30572,67380,2077248,815024
100000,29452,63708,2138276,815024
100000,29959,62769,2093881,815024
100000,29144,65407,2025567,815024
100000,31262,64272,1995565,815024
100000,31035,64107,1986617,815024
100000,31911,61582,2103185,815024
100000,28237,61569,1954755,815024
100000,30664,61887,1962045,815024
100000,34642,63012,2099765,815024
100000,33229,64375,2014420,815024
100000,31618,64954,1964758,815024
100000,30847,64641,2009297,815024
100000,30555,65081,2050152,815024
100000,29939,62789,2019497,815024
100000,30758,66064,2024678,815024
100000,30419,63894,1984027,815024
100000,31224,62173,2089980,815024
100000,32808,65396,2006136,815024
100000,30903,65234,2086234,815024
100000,30714,64588,2018168,815024
100000,32391,64488,1952862,815024
100000,31116,62896,2036536,815024
100000,34309,68861,2144555,815024
100000,31140,62975,1955119,815024
100000,33800,63703,2010189,815024
100000,31098,63471,2047642,815024
100000,29787,63825,1943689,815024
100000,30924,63657,2089618,815024
100000,31285,64740,1979275,815024
100000,31196,64640,1964728,815024
100000,35866,66782,2119359,815024
100000,32330,64712,1997123,815024
100000,31430,64171,2005998,815024
100000,31432,68040,1985251,815024
100000,30565,62141,1949004,815024
100000,28703,61819,1945062,815024
100000,30079,62747,2001787,815024
100000,31957,62856,1989411,815024
100000,30939,64573,2004711,815024
100000,31502,66508,1944348,815024
100000,37848,65653,2056317,815024
100000,31192,66341,2033275,815024
100000,35410,62494,2169149,815024
100000,30599,62222,2000249,815024
100000,29078,62822,2025815,815024
100000,30894,64157,2009153,815024
100000,32339,63645,2012869,815024
100000,31207,63183,2192658,815024
100000,30600,64782,2060114,815024
100000,34471,64976,2051069,815024
100000,30875,66390,1967131,815024
100000,30745,65272,2103662,815024
100000,33029,65151,2009187,815024
100000,32885,62614,2058610,815024
100000,29746,61715,2074809,815024
100000,28944,64302,1975821,815024
100000,29523,62900,2002634,815024
100000,31620,65004,2173390,815024
100000,29247,62142,1940995,815024
100000,30000,63932,2032671,815024
100000,33120,62993,2042833,815024
100000,32356,64156,1974467,815024
100000,32028,70406,2003877,815024
100000,29617,61831,2048869,815024
100000,28780,61812,1959780,815024
100000,31176,63073,2115102,815024
100000,31125,63095,1993162,815024
100000,31468,62419,1918622,815024
100000,33605,63451,2083200,815024
100000,30163,63611,1958277,815024
100000,30015,65647,2063959,815024
100000,29925,62100,1992842,815024
100000,32957,64449,2121949,815024
100000,30656,63917,2009346,815024
100000,31901,64726,2123978,815024
100000,30063,63635,1985121,815024
100000,33822,63187,2137904,815024
100000,29318,64314,1910862,815024
100000,31007,63620,1964166,815024
100000,30996,64540,1990500,815024
100000,31381,63655,1979341,815024
100000,33732,62183,2000501,815024
100000,32557,62251,1995576,815024
100000,28868,66526,1988901,815024
100000,30316,62552,2044798,815024
100000,28431,64449,1955320,815024
100000,30348,62495,2146746,815024
100000,29942,63726,1981010,815024
100000,29963,63989,2117977,815024
100000,33232,65066,1928768,815024
100000,32430,65325,2152423,815024
100000,30413,70244,1980449,815024
100000,30654,63283,2110745,815024
100000,30580,63190,2107798,815024
100000,28905,63115,1975768,815024
100000,32380,62962,2008774,815024
100000,30535,64348,1954712,815024
100000,32170,63583,2047085,815024
100000,32383,64774,1991502,815024
100000,31095,65517,1980333,815024
100000,31393,64717,1945363,815024
100000,30385,64874,1934807,815024
100000,30900,63718,1987234,815024
100000,31680,65757,2068927,815024
100000,30841,64074,1963441,815024
100000,31524,64965,2075097,815024
100000,31062,63938,1900202,815024
100000,33099,64748,2006130,815024
100000,29490,63502,1983049,815024
100000,28265,62714,1983071,815024
100000,29645,63161,2060174,815024
100000,32997,65695,2008006,815024
100000,31257,65128,1946599,815024
100000,31198,65994,1997194,815024
100000,31099,66140,1964561,815024
100000,31489,62862,2119988,815024
100000,32382,65846,2066019,815024
100000,31027,64625,1928048,815024
100000,31791,62204,2030325,815024
100000,31726,64883,1926842,815024
100000,31224,64615,1971401,815024
100000,32161,63591,1944905,815024
100000,31007,62158,2130033,815024
100000,29208,62530,2012594,815024
100000,30146,64367,1938029,815024
100000,31576,64385,2030400,815024
100000,65650,63505,1968069,815024
100000,29173,61916,1988289,815024
100000,31477,63767,2044394,815024
100000,32461,62773,2012746,815024
100000,30128,66757,2038038,815024
100000,30749,62903,1975267,815024
100000,31282,62265,1921244,815024
100000,32435,63577,2038615,815024
100000,32593,63344,2099126,815024
100000,34043,65385,2174561,815024
100000,30279,67787,1942175,815024
100000,33962,63189,1975658,815024
100000,31514,63206,2082863,815024
100000,31071,63103,1963420,815024
100000,32482,65998,2052244,815024
100000,29168,62405,1963963,815024
100000,31729,61608,2141290,815024
100000,27783,64443,1967684,815024
100000,30723,62108,2051580,815024
100000,29042,61785,2115599,815024
100000,29564,62423,2019705,815024
100000,29475,63297,1966639,815024
100000,29035,63566,1959223,815024
100000,31305,62778,2025551,815024
100000,29197,62202,1976362,815024
100000,29700,61905,2144832,815024
100000,31959,62689,2205301,815024
100000,31727,63277,1979180,815024
100000,31493,65832,1920137,815024
100000,30564,66106,1961854,815024
100000,31064,64801,1990217,815024
100000,30352,63865,1885652,815024
100000,31362,65337,2163372,815024
100000,34200,67287,1957227,815024
100000,44680,65541,1941671,815024
100000,29613,61646,1972600,815024
100000,28788,62922,2020476,815024
100000,28307,63660,1985764,815024
100000,32591,64547,1998774,815024
100000,31116,65710,2039080,815024
100000,31334,62595,1965000,815024
100000,31306,62172,2001615,815024
100000,30539,63321,2046005,815024
100000,31713,64431,2054014,815024
100000,30416,62933,2096587,815024
100000,30243,62790,2073792,815024
100000,29390,62867,2289306,815024
100000,30269,64096,2048242,815024
100000,29496,62829,1988917,815024
100000,35395,67815,2100362,815024
100000,32496,63339,1967263,815024
100000,31919,65547,1972031,815024
100000,30529,64544,1972610,815024
100000,31131,67099,2065461,815024
100000,28634,61957,2015954,815024
100000,29500,61710,1959689,815024
100000,29071,62569,2015277,815024
100000,28846,61562,2120065,815024
100000,32718,61693,2073517,815024
100000,29773,65543,2020415,815024
100000,31209,65686,1954267,815024
100000,32934,64328,1997762,815024
100000,34122,62884,1997686,815024
100000,31862,64066,1923547,815024
100000,30724,61914,2077221,815024
100000,29733,73722,1945825,815024
100000,30205,61792,1959779,815024
100000,29136,62017,2013459,815024
100000,29335,64515,2088556,815024
100000,32102,64304,2011102,815024
100000,31995,64375,2014148,815024
100000,34195,64789,1978243,815024
100000,31472,64705,2009854,815024
100000,29714,63796,1921420,815024
100000,31826,63948,2042174,815024
100000,34089,67591,2014643,815024
100000,29805,62274,1981206,815024
100000,30079,63399,1998765,815024
100000,31395,64428,2071113,815024
100000,32081,66923,1968171,815024
100000,30669,70792,1942006,815024
100000,33020,62109,1980255,815024
100000,30438,63053,2012104,815024
100000,31689,65372,1991962,815024
100000,34703,72277,1968061,815024
100000,40158,62199,1949081,815024
100000,28831,66842,1933668,815024
100000,30086,62576,1986031,815024
100000,33221,67169,2011902,815024
100000,30254,61988,2036986,815024
