n,rt_qs,c_qs
10000,1684,154294
10000,2193,149192
10000,1980,150863
10000,2129,161836
10000,1994,152249
10000,1904,159064
10000,2221,167632
10000,2368,164665
10000,1878,160474
10000,2307,160855
10000,2362,166468
10000,2075,149021
10000,1861,151164
10000,2078,155939
10000,1974,159992
10000,2514,156922
10000,2163,154812
10000,1969,147125
10000,1828,150193
10000,2026,157704
10000,2081,157114
10000,1800,151212
10000,2099,158500
10000,1750,149727
10000,2027,158191
10000,1903,150320
10000,1843,153494
10000,1840,149759
10000,1843,152703
10000,1749,151456
10000,1957,168382
10000,1759,157494
10000,2315,155565
10000,1830,151396
10000,1658,144872
10000,2044,153529
10000,1967,161478
10000,1738,154962
10000,2003,172228
10000,1919,150036
10000,1853,150338
10000,1713,149657
10000,1886,162919
10000,1994,150621
10000,2541,166654
10000,1979,156223
10000,1746,156948
10000,1825,155879
10000,1929,152910
10000,1701,150999
10000,1704,153651
10000,1703,150322
10000,2175,152426
10000,1762,151915
10000,1735,145399
10000,1800,154100
10000,1974,156622
10000,1730,148752
10000,1832,159500
10000,1832,161845
10000,1990,148972
10000,2077,164265
10000,2224,147154
10000,2036,150269
10000,1965,155046
10000,2247,159993
10000,1784,163593
10000,1975,151495
10000,1750,164515
10000,3015,153593
10000,2481,161062
10000,2465,166291
10000,1997,155677
10000,1954,149375
10000,1954,154114
10000,2191,149439
10000,1908,162014
10000,1737,155373
10000,1808,158955
10000,2774,151073
10000,2381,177683
10000,1969,164276
10000,1791,154546
10000,1826,163106
10000,2015,158776
10000,1943,163851
10000,2297,163772
10000,2357,152703
10000,2129,157640
10000,2252,155872
10000,2223,149686
10000,2056,149707
10000,2239,160377
10000,2176,151246
10000,1798,155821
10000,1924,173059
10000,1862,146853
10000,1725,149951
10000,2616,151735
10000,2870,167825
10000,2412,151501
10000,1873,149636
10000,2365,151761
10000,1989,146620
10000,1810,152692
10000,2192,150605
10000,1822,151931
10000,2304,148027
10000,2086,160560
10000,1717,152642
10000,2666,146448
10000,1894,154430
10000,2060,157749
10000,2149,165566
10000,1711,154298
10000,1908,146744
10000,2758,167927
10000,1814,147364
10000,1695,149650
10000,1713,151263
10000,2120,150939
10000,2462,157174
10000,2638,151756
10000,2002,152057
10000,2054,146093
10000,1847,148436
10000,2037,154553
10000,1932,160316
10000,1897,159585
10000,1781,157742
10000,1927,148421
10000,1658,151745
10000,1624,147691
10000,1693,157200
10000,1922,156390
10000,1915,156763
10000,1752,166218
10000,1849,147469
10000,2117,157932
10000,2363,161168
10000,2084,167206
10000,2166,164466
10000,1911,151460
10000,1928,157768
10000,1917,156932
10000,2142,149811
10000,2175,165809
10000,1761,152667
10000,1818,159404
10000,1946,160754
10000,1732,152644
10000,1674,148057
10000,2277,154498
10000,1665,152867
10000,2047,155057
10000,1904,151471
10000,1907,145539
10000,2374,146964
10000,1748,156655
10000,1737,157619
10000,1814,178317
10000,1744,160826
10000,2636,153103
10000,1723,154839
10000,1753,148081
10000,1856,153811
10000,1899,158428
10000,1852,155654
10000,2060,152616
10000,2006,168122
10000,1734,153789
10000,2123,164486
10000,1757,153712
10000,2099,151722
10000,1832,156816
10000,1792,158326
10000,1714,153668
10000,1917,162753
10000,1661,158377
10000,1695,150048
10000,1742,160797
10000,2057,150498
10000,1753,155269
10000,1965,158151
10000,3234,170965
10000,1846,174313
10000,1809,152678
10000,2052,162513
10000,2090,155253
10000,1890,169311
10000,1819,147972
10000,1966,162859
10000,1999,151083
10000,1746,157483
10000,1658,153623
10000,1900,157531
10000,2000,148365
10000,1660,160497
10000,1856,155197
10000,1937,148188
10000,1892,164336
10000,1684,152966
10000,1825,155834
10000,1974,154989
10000,1725,148885
10000,1825,160904
10000,1722,155129
10000,1790,159360
10000,1721,147282
10000,1819,147904
10000,1957,156796
10000,1734,147375
10000,1785,152238
10000,1787,153525
10000,1717,151935
10000,1914,162505
10000,1881,177883
10000,1832,148633
10000,1862,161742
10000,1745,154588
10000,1952,160853
10000,1709,158224
10000,1835,150249
10000,1918,159597
10000,1735,148820
10000,1761,151049
10000,1926,161256
10000,1682,159607
10000,1805,148931
10000,1691,149723
10000,1891,159905
10000,1674,147962
10000,1883,151749
10000,2100,164701
10000,2042,150280
10000,1839,151620
10000,1848,171983
10000,2037,159119
10000,2114,153609
10000,2020,157386
10000,1696,152650
10000,1672,147806
10000,1973,154914
10000,1908,154313
10000,1751,154801
10000,1786,148568
10000,1807,178307
10000,1865,149058
10000,1821,156103
10000,1766,162661
10000,2633,151201
10000,1762,150980
10000,1851,160383
10000,1945,161854
10000,1769,150184
10000,1997,151517
10000,1918,155417
10000,1684,150907
10000,2103,158648
10000,2152,148173
10000,1683,150020
10000,1847,156916
10000,1699,155345
10000,1724,151755
10000,1673,148097
10000,2062,158929
10000,1813,151223
10000,1986,174610
10000,1855,160034
10000,1948,151008
10000,1832,175191
10000,1797,146260
10000,1943,161454
10000,1809,160058
10000,1901,150461
10000,1677,148229
10000,2363,161750
10000,1785,155611
10000,1763,161380
10000,1772,151738
10000,1722,161115
10000,1838,160751
10000,1662,149250
10000,2097,155524
10000,1681,151991
10000,2418,163863
10000,1872,165759
10000,1815,159505
10000,2022,158810
10000,1954,167169
10000,1749,152919
10000,1841,150760
10000,1987,151005
10000,1820,148232
10000,1748,155962
10000,2166,173538
10000,1710,150112
10000,1723,162563
10000,1988,159954
10000,2251,158295
10000,1717,156057
10000,2122,154010
10000,2388,160135
10000,1991,159801
10000,1744,173092
10000,1726,158219
10000,1971,155836
10000,1706,153881
10000,1860,154041
10000,1874,153782
10000,1721,153339
10000,1820,157588
10000,1881,150130
10000,1847,145724
10000,1785,155344
10000,2158,170641
10000,1920,156547
10000,2066,152433
10000,1927,152911
10000,2045,147691
10000,1911,153430
100000,21927,2082592
100000,21514,1969558
100000,22041,2001907
100000,22484,1982652
100000,21370,1935252
100000,21966,2064913
100000,21021,1933773
100000,21969,1994053
100000,22192,2022626
100000,20940,1968775
100000,20824,1968069
100000,21669,1936322
100000,21724,2006769
100000,21914,2143137
100000,21318,1973100
100000,21395,1951250
100000,22169,1956211
100000,21603,2030129
100000,21275,2009088
100000,21513,2014154
100000,21287,1979977
100000,25047,1988787
100000,21631,2007659
100000,21957,2040609
100000,21549,1942345
100000,21505,1947465
100000,22438,2033805
100000,25583,2077034
100000,23660,2177605
100000,21254,1983493
100000,20949,1982837
100000,21982,2031244
100000,21899,1994232
100000,21682,2059636
100000,22305,1978851
100000,21518,1950607
100000,21337,1991925
100000,21819,1979176
100000,21178,2026143
100000,22176,2010134
100000,21490,1965504
100000,21728,2021460
100000,21280,1995391
100000,21314,1986546
100000,21183,2029948
100000,21107,1965269
100000,21034,1958289
100000,21264,2002413
100000,21991,2062232
100000,21353,2017163
100000,21639,1991660
100000,21429,2084176
100000,21687,1922301
100000,21600,2060379
100000,21552,1997456
100000,22618,2180566
100000,21773,2046482
100000,22924,2059271
100000,21414,1963539
100000,21836,1996195
100000,21938,2092019
100000,21282,1910292
100000,21558,2033488
100000,21524,2004569
100000,22797,2078187
100000,21723,1981068
100000,22341,2158995
100000,22081,2107159
100000,21052,2000482
100000,21516,2036933
100000,21576,2030636
100000,21824,2081475
100000,21308,1928662
100000,21932,2084095
100000,21161,1974749
100000,23451,2169190
100000,21579,2010356
100000,20968,1900432
100000,20676,2006581
100000,20994,1913040
100000,22745,2019883
100000,20910,1993101
100000,20985,1967289
100000,21694,2000470
100000,21036,1942296
100000,21008,1968254
100000,21148,1950850
100000,21154,1946854
100000,21405,2001471
100000,21373,2031888
100000,21642,1994998
100000,21366,1959455
100000,21995,2085294
100000,23207,2067285
100000,22814,2097761
100000,21472,2069297
100000,21960,2082667
100000,22682,2024811
100000,21980,2000232
100000,22338,2043725
100000,21193,1976587
100000,21024,2005486
100000,21851,2025151
100000,23774,2120975
100000,22272,2122941
100000,21681,1927700
100000,21186,1959850
100000,21663,1983450
100000,21642,1998683
100000,20951,1969360
100000,20933,2034929
100000,21292,1997454
100000,21047,1950031
100000,21492,1969468
100000,21791,1979853
100000,20753,1970491
100000,21729,2062948
100000,21256,1962215
100000,22044,2174633
100000,21167,1994332
100000,22383,2035919
100000,21285,1987841
100000,21288,1952417
100000,21929,1922885
100000,21715,2034396
100000,21428,2017168
100000,21213,1925610
100000,21449,1944406
100000,21524,1950265
100000,22565,1984691
100000,21272,1914453
100000,21607,1944868
100000,22051,1994812
100000,22196,2055350
100000,21458,2021693
100000,21537,2012256
100000,22709,2132646
100000,24861,2032281
100000,22414,1966985
100000,23091,2117764
100000,22055,1962666
100000,21800,1998134
100000,21831,1979666
100000,21879,2036382
100000,21253,1952718
100000,22033,2000061
100000,21310,2079082
100000,21012,1996009
100000,21437,1975188
100000,21281,1986062
100000,22105,2105355
100000,21556,1959648
100000,22592,2020064
100000,22549,2085179
100000,20941,2005887
100000,21403,2002168
100000,21859,2097578
100000,22276,2000525
100000,21406,2025424
100000,21759,2098397
100000,21430,1924462
100000,21442,1974395
100000,21463,1977342
100000,22544,2038298
100000,21666,2021442
100000,22179,2017395
100000,21978,2037348
100000,21093,1968724
100000,21514,1993618
100000,21319,2024993
100000,21717,2047170
100000,20370,1963177
100000,22610,2033433
100000,22145,2022142
100000,24124,2160595
100000,21065,1921624
100000,21102,2013194
100000,21134,1964938
100000,21466,1954212
100000,21136,1927056
100000,21216,2004820
100000,21575,2014467
100000,22564,2077071
100000,21182,2007142
100000,21122,1924720
100000,21515,2053928
100000,21183,1983465
100000,21086,1985126
100000,22257,1985672
100000,22489,2037184
100000,21900,1998692
100000,21031,1965982
100000,21744,2112425
100000,22254,2051859
100000,20935,1943044
100000,20963,2012711
100000,21715,2072718
100000,21457,2013468
100000,21859,2096362
100000,21431,1935824
100000,21917,2069465
100000,21355,1929916
100000,22427,2127154
100000,21638,1970036
100000,21468,1961250
100000,21772,2078165
100000,21808,1986445
100000,22261,2046266
100000,21516,1987495
100000,21144,1998129
100000,21116,1931478
100000,23091,2177746
100000,21442,1981211
100000,23366,2181518
100000,21839,2079816
100000,21367,1952498
100000,22278,2128377
100000,20824,1897591
100000,21337,1973012
100000,21135,1947345
100000,22364,2115234
100000,20906,2001163
100000,22266,2043392
100000,21159,1931790
100000,21727,2058235
100000,22929,2123156
100000,22305,2063859
100000,22044,2090341
100000,21519,2043366
100000,22303,2054899
100000,21521,2012703
100000,21471,1991557
100000,21995,1960920
100000,21429,1977038
100000,21903,1999851
100000,21122,1898924
100000,20905,1916647
100000,21585,2057133
100000,21889,2133518
100000,20706,1932594
100000,21442,2009519
100000,21566,1995238
100000,21501,1989768
100000,21578,1988219
100000,21594,2037461
100000,22012,2044705
100000,22928,1998703
100000,21383,1990900
100000,20941,1918976
100000,20961,1982920
100000,21256,1952651
100000,21069,2046018
100000,23189,2104628
100000,20629,1971372
100000,21057,1929975
100000,21664,1985648
100000,23977,2047281
100000,21589,1981272
100000,21527,1952009
100000,21242,1939868
100000,21929,2034014
100000,21221,1912339
100000,22234,2025893
100000,21864,2022271
100000,21243,2067962
100000,21240,1984012
100000,21891,1967494
100000,21517,1979426
100000,21428,2078119
100000,22780,2028490
100000,21603,2027928
100000,21272,1999202
100000,22021,2020922
100000,20958,1992494
100000,21553,2010074
100000,21444,2106574
100000,20406,1927309
100000,20947,1923023
100000,21213,2037172
100000,21832,1966857
100000,21296,1946486
100000,21926,1974357
100000,22090,2091354
100000,21152,1926394
100000,23224,2137982
100000,22657,1999113
100000,21731,2089546
100000,21065,1935370
100000,22348,2209043
100000,21578,2041509
100000,20955,1901793
100000,21355,1966740
100000,21699,2011010
100000,20914,2003994
100000,20840,1969613
100000,21620,2059506
100000,22095,2128250
100000,21849,1957364
100000,21951,1967586
100000,22269,2157615
100000,21343,2021495
100000,21466,1974187
100000,20940,1901681
100000,22315,2205306
100000,21772,2018588
100000,21991,2036115
100000,20867,1910877
100000,21201,1981618
100000,22224,2092681
100000,21064,2040095
100000,21103,1981747
100000,22798,2165734
100000,21970,1986699
100000,21896,1993885
100000,21111,2022793
100000,21444,2034168
100000,21238,2029481
100000,21345,1940184
100000,22008,2023803
100000,21407,1984485
100000,21521,2086069
100000,21234,2038268
100000,21782,2040508
100000,22015,2076871
100000,21355,1957368
100000,21981,2073328
100000,21998,2087510
100000,21943,2100215
100000,21548,1999080
100000,21122,2015592
100000,20967,1943496
100000,21929,2065187
100000,20649,1979780
100000,21424,2041994
100000,21924,2032632
100000,21647,1970893
100000,21502,2154047
100000,21237,1969608
100000,21490,1960672
100000,22078,2002984
100000,21471,1999463
100000,22698,2010745
100000,21744,1968197
100000,21419,1987999
100000,21700,1991377
100000,21831,2035572
100000,21570,2109420
100000,22760,2053130
100000,21274,2033298
100000,21407,2025564
100000,22051,2022177
100000,20405,1954759
100000,21456,1956730
100000,21321,1960551
100000,21787,1973140
100000,23962,2237473
100000,21462,2087903
100000,22200,2138872
100000,21173,2061288
100000,21780,1965775
100000,21590,1987361
100000,22457,2036319
100000,21862,2051466
100000,21254,1976546
100000,21070,2012529
100000,22006,1968233
100000,21856,2037794
100000,22879,2124874
100000,25222,1940642
100000,21381,1970078
100000,22249,2021743
100000,22203,2100065
100000,21362,2051627
100000,21525,2066277
100000,21219,2065031
100000,23139,2167338
100000,21446,2011840
100000,21507,2011523
100000,21298,2093210
100000,21303,1965621
100000,21945,2023884
100000,21009,1965553
100000,22949,2153918
100000,21329,1987676
100000,21629,2057047
100000,21652,2070120
100000,21371,1931980
100000,22993,2072403
100000,21289,1971295
100000,21110,1958664
100000,20815,1969210
100000,21501,1994750
100000,21418,1943709
100000,20847,1949787
100000,22035,2081453
100000,21153,1976837
100000,21077,1935040
100000,20519,1922552
100000,23137,2157712
100000,21594,2060119
100000,21551,2019737
100000,21217,1916706
100000,21175,1961332
100000,22198,1999072
100000,22834,2066719
100000,21914,2046696
100000,20998,1899919
100000,21418,2066693
100000,22035,2125379
100000,21420,2034081
100000,20878,2025962
100000,21618,2065762
100000,21739,2039150
100000,21867,2043192
100000,21868,2071843
100000,21700,2011794
100000,21076,1923165
100000,21728,2074930
100000,21873,2028939
100000,21409,2027222
100000,21288,1976295
100000,20759,1966575
100000,22383,2110554
100000,22219,2089073
100000,21992,2082418
100000,21018,2007181
100000,20747,2007783
100000,22244,2006621
100000,21756,2018777
100000,21871,2017728
100000,21889,2010853
100000,21803,2006543
100000,21138,1939868
100000,21543,2034820
100000,21626,2019719
100000,21468,2014591
100000,22016,1980222
100000,21043,2062409
100000,22520,2057364
100000,21823,2003392
100000,21899,1989958
100000,22443,2051480
100000,21414,1971440
100000,21569,1954048
100000,21755,2023667
100000,21109,1994164
100000,21643,1993346
100000,21657,2009632
100000,23732,2123380
100000,21669,1997874
100000,22622,2117247
100000,21795,2046638
100000,21957,2063949
100000,22963,2077165
100000,21521,2011677
100000,21079,1961312
100000,21475,1939411
100000,21654,1944166
100000,21931,2035863
100000,21414,1960635
100000,21189,1939982
100000,21916,2114137
100000,21409,2067198
100000,21265,2085244
100000,22273,2004433
100000,21367,1956880
100000,21726,2006755
100000,21160,1986973
100000,22682,2037297
100000,21406,1996998
100000,21376,1996080
100000,20855,2029595
100000,21664,2048742
100000,21128,2027878
100000,22016,2002188
100000,21953,2050664
100000,22319,2132364
100000,21606,2110241
100000,21987,2124654
100000,21502,1988146
100000,21272,2000234
100000,25476,2027292
100000,21248,1960649
100000,21806,2006556
100000,21695,1971794
100000,22161,2017608
100000,20890,1958792
100000,21470,1961522
100000,21305,2027444
100000,22060,2106346
100000,21446,1970875
100000,21663,2002655
100000,21236,1961045
100000,21906,1969728
100000,21996,2027913
100000,21035,1965524
100000,23424,1955437
100000,22005,2064608
100000,21907,2001117
100000,22167,2061074
100000,21783,2073588
100000,21815,1998066
100000,21216,1967875
100000,21815,2019775
100000,21683,2052191
100000,22060,2021504
100000,21341,1939356
100000,21626,1981072
100000,21183,1983220
100000,21526,2044632
100000,22044,2097709
100000,22712,2045180
100000,22246,2008173
100000,21277,1934066
100000,22496,2201124
100000,21530,1966924
100000,21001,1958055
100000,21352,1975294
100000,21733,2009536
100000,21296,1973124
100000,21629,2051402
100000,21015,1914583
100000,21622,2048919
100000,21270,2018752
100000,20946,2010727
100000,21807,2133379
100000,21433,2035691
100000,21666,2004865
100000,20778,2009377
100000,21970,1991726
100000,20922,1982418
100000,21163,1956712
100000,22219,2121010
100000,21131,1954129
100000,22947,2034256
100000,22753,2092092
100000,21997,2109255
100000,22438,2072912
100000,21863,2053404
100000,21018,1908432
100000,21750,2100682
100000,21896,2013967
100000,21827,2045377
100000,21936,2041995
100000,21687,2010792
100000,21826,2019337
100000,21794,1993077
100000,21293,1967168
100000,21423,1985617
100000,21485,2000505
100000,22128,2027452
100000,21705,1997806
100000,21807,2023731
100000,21111,1940767
100000,22222,2039397
100000,21049,1983585
100000,21988,2011500
100000,21538,2002964
100000,21711,2072379
100000,21686,1981178
100000,21473,2026704
100000,20915,1978664
100000,21209,1960195
100000,21791,2118153
100000,22879,2095761
100000,21063,1946275
100000,21271,1920524
100000,21722,2008049
100000,21269,2038499
100000,21612,1995282
100000,23046,2164956
100000,22616,2138461
100000,21670,1979052
100000,21153,1991085
100000,21593,2066584
100000,21329,1967616
100000,22382,2170722
100000,21938,2136651
100000,21678,1928452
100000,22087,2006919
100000,21305,2039783
100000,22333,2080600
100000,22308,2052322
100000,22421,2024284
100000,21264,1963286
100000,21680,2114125
100000,21361,1923646
100000,20980,2029342
100000,21537,1942650
100000,24874,1951531
100000,22698,2072569
100000,21277,1955494
100000,21894,2022959
100000,21960,2013992
100000,21523,2007544
100000,21068,1986304
100000,21531,2006125
100000,21520,1997254
100000,20820,2030175
100000,22688,2045072
100000,20768,1979748
100000,20937,1947461
100000,22285,2216658
100000,22237,2055269
100000,20834,1937089
100000,21929,1983662
100000,21636,2008079
100000,21574,1972046
100000,21727,2049524
100000,20984,1977759
100000,23439,2152104
100000,21276,2001247
100000,22265,2060127
100000,22502,2086577
100000,22042,2070268
100000,20905,2006201
100000,21765,2031617
100000,21393,1937132
100000,22002,2037803
100000,21280,1933797
100000,21365,2014675
100000,21722,2016368
100000,21385,1957837
100000,24283,1957652
100000,21870,2072978
100000,22739,1990210
100000,21384,1970525
100000,21213,1943202
100000,21396,2023390
100000,21112,1958734
100000,21605,1955702
100000,21619,2022500
100000,22145,2147745
100000,22037,2099763
100000,21759,2092103
100000,21332,2044289
100000,21172,1921440
100000,22206,2058134
100000,21877,2005589
100000,23069,2062792
100000,22287,2019868
100000,22692,2019126
100000,22099,2059992
100000,21895,2016899
100000,21539,2026284
100000,21917,2131323
100000,21914,1947635
100000,22449,2121040
100000,22424,2005046
100000,21843,2031625
100000,21089,2000150
100000,21786,2067280
100000,21149,1995762
100000,21747,2100665
100000,22728,2128418
100000,21495,2003536
100000,21999,1998443
100000,21340,2026612
100000,24188,2059612
100000,20960,2014570
100000,21992,2035726
100000,22270,2108601
100000,22500,2104106
100000,21219,1987144
100000,22140,2009783
100000,22215,2065925
100000,21646,2083298
100000,21674,1986950
100000,21528,1888801
100000,23330,2148279
100000,21350,1948256
100000,23169,2168905
100000,21557,1966967
100000,22505,2196972
100000,22866,2080368
100000,20930,1932415
100000,22131,2026771
100000,21137,1999889
100000,21187,1973692
100000,26753,2007351
100000,21265,1926294
100000,22346,2019978
100000,21624,2008848
100000,22011,2078914
100000,21392,2041014
100000,21547,2028505
100000,21640,2102067
100000,22710,2098319
100000,20719,1972025
100000,21609,1965323
100000,21231,2019682
100000,21156,2032686
100000,20936,1969303
100000,20966,2035951
100000,21287,1937499
100000,22190,2086672
100000,20958,2004300
100000,22221,2133876
100000,22565,2029327
100000,21290,1925069
100000,22049,2026732
100000,21906,1993543
100000,21837,1972874
100000,22644,2069702
100000,20971,1958126
100000,21316,1934334
100000,23118,2137532
100000,24169,1968558
100000,22705,2062020
100000,22173,2129463
100000,21495,1976391
100000,21504,1998483
100000,23116,2172821
100000,21338,1999038
100000,22185,2040776
100000,21583,1978567
100000,21209,1960776
100000,21091,1975403
100000,22000,2029692
100000,21541,1944199
100000,21743,2047089
100000,21067,1984280
100000,21693,2046132
100000,21187,1981228
100000,21807,2015441
100000,21911,2031515
100000,22164,2211300
100000,22528,2072128
100000,21430,2003023
100000,21341,1957030
100000,21744,1994592
100000,21463,2022208
100000,21307,1973486
100000,22626,2097592
100000,21601,1952887
100000,21190,1943656
100000,21875,2039667
100000,21623,2089077
100000,22299,2038363
100000,21778,2006302
100000,22450,2045693
100000,21658,1997127
100000,21872,2122451
100000,22212,2029897
100000,20681,1922507
100000,21326,2050928
100000,21041,1979667
100000,21596,1990805
100000,22149,2059775
100000,21173,2055295
100000,21526,1989517
100000,21792,2067800
100000,22385,2035333
100000,21178,1934091
100000,21941,2029954
100000,21936,2073770
100000,21940,1999837
100000,21276,1942484
100000,21160,1979936
100000,21508,1929461
100000,21870,2059959
100000,21278,1989980
100000,21484,1975521
100000,22382,2105517
100000,22223,1991182
100000,21692,2122443
100000,21932,2029781
100000,21726,1972126
100000,21903,1990011
100000,21973,2016311
100000,22970,2030634
100000,21785,2022912
100000,21302,1896889
100000,23752,2172121
100000,25557,2117861
100000,26774,2004265
100000,25742,1953811
100000,23124,2092607
100000,33144,2009511
100000,21957,1977764
100000,21308,1912829
100000,21973,2014400
100000,23393,2171230
100000,22459,2202000
100000,21749,1952103
100000,21845,1966486
100000,20650,1963122
100000,23594,2342969
100000,21642,2021379
100000,21657,2007107
100000,22501,2013393
100000,22774,2142285
100000,21596,2033972
100000,22063,2125861
100000,22000,2052768
100000,22026,2040325
100000,21100,1925354
100000,22869,2117438
100000,21895,2039942
100000,21770,1988609
100000,21250,2010509
100000,22776,2055875
100000,21502,2021870
100000,21785,2046514
100000,21454,2003549
100000,21133,1912612
100000,21918,2031086
100000,22764,2146344
100000,21945,2033158
100000,22538,1990011
100000,25007,2066960
100000,24122,2067605
100000,24727,2121050
100000,24103,1985023
100000,24174,2066120
100000,24831,2026981
100000,22702,2062663
100000,21483,2122658
100000,22404,2156917
100000,21053,1984533
100000,25975,2038515
100000,22968,2134865
100000,21232,1953503
100000,21110,1986351
100000,21584,1977597
100000,21771,2090101
100000,21096,1951507
100000,22674,2194236
100000,21323,1921762
100000,21951,2078754
100000,22602,2205248
100000,21150,2016185
100000,21488,2065507
100000,21603,2026741
100000,21249,1991910
100000,21333,1912798
100000,22076,2040644
100000,22013,1952398
100000,21776,1988321
100000,21424,2062354
100000,21992,2028868
100000,23834,2029608
100000,26405,2029184
100000,23130,2154674
100000,21699,1982114
100000,21924,2143776
100000,26800,2135313
100000,21871,2061233
100000,22840,2030743
100000,20988,1926008
100000,22473,2171670
100000,23171,2148977
100000,21715,2068488
100000,21706,1984563
100000,21119,1947889
100000,22058,2034932
100000,22329,2111611
100000,21678,2003194
100000,21686,1980277
100000,21070,1959902
100000,21404,2013873
100000,22153,2028655
100000,21177,1948475
100000,21853,2030675
100000,20825,1940149
100000,21966,2063472
100000,20942,2074504
100000,21079,1933494
100000,21692,1954917
100000,21943,2027119
100000,21754,2022216
100000,21740,2092783
100000,21097,1912687
100000,21945,2058303
100000,21826,1948860
100000,21797,2051857
100000,22039,2049830
100000,22156,2083001
100000,21998,1915590
100000,22110,2057289
100000,22011,2038864
100000,21038,1911581
100000,21876,2023462
100000,22189,1999241
100000,23290,2048222
100000,21638,1962816
100000,20887,1978398
100000,21752,1963453
100000,21134,2034825
100000,20907,1987540
100000,21562,1948832
100000,22324,2021755
100000,21101,1993312
100000,21474,2007241
100000,21990,2023987
100000,20927,1956530
100000,22040,2086606
100000,21566,1960362
100000,21398,2003775
100000,21262,1977453
100000,21148,2012647
100000,23980,2217536
100000,21885,2034891
100000,21003,2058237
100000,21568,1959895
100000,22075,2056944
100000,21826,2000499
100000,21691,2047303
100000,21045,1969261
100000,21742,2031107
100000,21474,1952119
100000,21200,1954431
100000,21857,1982931
100000,22849,2062742
100000,21025,1910862
100000,21810,2050292
100000,21236,1989877
100000,22270,2094923
100000,21230,1909918
100000,21298,1933036
100000,21121,1995114
100000,20967,1928677
100000,22326,2066105
100000,21778,2026021
100000,21061,1917993
100000,21510,1979803
100000,22835,2085413
100000,21472,2006664
100000,21771,1940186
100000,22140,2033925
100000,21329,2005020
100000,21546,2016900
100000,21662,1973516
100000,21002,2020825
100000,23312,2037244
100000,22207,2105707
100000,20865,1959183
100000,21529,1952947
100000,21634,2004503
100000,21593,1973936
100000,21080,1923169
100000,22274,2124481
100000,21563,1986799
100000,21108,2077563
100000,22167,2147560
100000,21714,1959556
100000,21081,1949226
100000,21347,2044483
100000,21513,1962538
100000,21167,2085774
100000,22331,2058114
100000,21862,1996793
100000,22278,2096149
100000,21798,2003541
100000,22377,2001793
100000,21709,1995670
100000,22057,2029221
100000,21747,2041548
100000,21537,1965088
100000,23620,2068767
100000,21860,1960298
100000,22246,2065078
100000,21620,2088783
100000,22273,2080048
100000,21136,1962552
100000,21240,2003101
100000,21189,2026714
100000,22703,2100138
100000,23347,2106429
100000,21667,1973173
100000,21459,2063478
100000,21375,2101119
100000,21283,1926279
100000,22584,2098403
100000,21353,1917278
100000,22014,2083471
100000,21821,2030915
100000,21458,1943734
100000,21422,2058852
100000,23114,2321290
100000,22022,2061007
100000,21716,2000603
100000,21534,2006031
100000,21832,1956932
100000,21276,1990495
100000,21135,1956430
100000,22021,1961016
100000,21277,1996614
100000,21562,1999546
100000,21610,2038035
100000,21449,2028382
100000,21491,1961384
100000,21131,1983913
100000,21561,1942524
100000,21798,1996785
100000,21465,1966026
100000,21591,1974706
100000,21371,1991855
100000,21597,2129513
100000,22501,1946749
100000,21697,1994426
100000,22735,2061959
100000,21715,1983873
100000,21590,1983684
100000,20529,1917553
100000,21923,2033213
100000,20912,1882976
100000,21198,1998553
100000,21459,1954241
100000,21533,1984361
100000,21044,2150378
100000,21508,2024600
100000,21989,2013622
100000,21248,2001616
100000,21978,2041186
100000,21321,1956187
100000,21395,2012084
100000,21601,1973268
100000,21359,2001076
100000,22216,2049936
100000,21009,2003761
100000,21640,2018111
100000,21565,2022863
100000,20840,1959943
100000,21757,2001070
100000,21131,1909882
100000,22294,2014771
100000,22420,2054417
100000,21169,1945634
100000,22565,2173402
100000,21375,1958029
100000,22508,2085227
100000,21524,1959170
100000,21204,1970885
100000,22094,1995896
100000,21454,1960356
100000,22179,2049833
100000,21165,1977328
100000,21061,1964506
100000,21550,2083058
100000,25468,2044943
100000,21549,1957040
100000,21452,2006709
100000,21703,2010716
100000,21344,1955178
100000,22429,2051652
100000,21957,2174022
100000,20948,1944226
100000,21850,1929901
100000,21915,1997180
100000,21821,2094196
100000,21529,1966266
100000,21229,1915001
100000,20893,1969141
100000,21515,2032641
100000,21252,1962058
100000,22058,2058284
100000,21743,2140631
100000,21357,1953698
100000,20973,1919164
100000,21512,1973599
100000,21983,2038806
100000,21041,1955825
100000,21520,1976041
100000,21177,2131643
100000,21439,1951003
100000,21890,2020630
100000,21538,1984506
100000,22014,1986908
100000,21824,2042602
100000,24913,1988923
100000,22985,2065104
100000,22546,2043681
100000,20954,1927950
100000,24267,2095182
100000,21825,1975236
100000,21642,1958737
100000,23612,2210246
100000,22630,2089033
100000,21703,2017660
100000,21454,2012702
100000,21243,1975194
100000,21346,1982846
100000,21393,1949889
100000,21177,2042416
100000,21906,2111712
100000,21254,1969135
100000,22583,2155583
100000,21039,1903627
100000,22664,2104983
100000,22314,2078383
100000,22262,2056270
100000,22763,2038725
100000,21515,1955746
100000,21733,2042618
100000,21384,2001856
100000,21210,1909558
100000,22871,1961433
100000,21399,2024630
100000,21716,2017209
100000,21102,1998450
100000,20947,1996391
100000,21326,1934727
100000,21215,1941761
100000,22033,1998735
100000,20736,1999329
100000,21477,1942734
100000,21296,1906703
100000,21345,2083246
